"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Computer occupations, all other","=""15-1299""","Line Item","0.2","0.0","0.1","0.3","0.1","0.1","0.0","5.2","112","3"
"Mathematical science occupations","=""15-2000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","26.8","113","2"
"Architecture and engineering occupations","=""17-0000""","Summary","20.5","4.2","0.8","21.7","4.3","0.8","1.2","5.7","120","1"
"Architects, surveyors, and cartographers","=""17-1000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.2","121","2"
"Architects, except naval","=""17-1010""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.2","122","3"
"Architects, except landscape and naval","=""17-1011""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.2","123","4"
"Engineers","=""17-2000""","Summary","10.5","2.1","0.6","11.8","2.4","0.6","1.3","12.3","128","2"
"Civil engineers","=""17-2051""","Line Item","0.7","0.1","0.2","0.7","0.1","0.2","0.0","5.2","133","3"
"Electrical and electronics engineers","=""17-2070""","Summary","0.4","0.1","0.1","0.4","0.1","0.1","0.0","5.2","135","3"
"Electrical engineers","=""17-2071""","Line Item","0.4","0.1","0.2","0.4","0.1","0.2","0.0","5.2","136","4"
"Industrial engineers, including health and safety","=""17-2110""","Summary","4.8","1.0","1.4","5.5","1.1","1.4","0.7","14.5","139","3"
"Health and safety engineers, except mining safety engineers and inspectors","=""17-2111""","Line Item","0.1","0.0","0.4","0.1","0.0","0.4","0.0","5.2","140","4"
"Industrial engineers","=""17-2112""","Line Item","4.7","0.9","1.4","5.4","1.1","1.5","0.7","14.7","141","4"
"Materials engineers","=""17-2131""","Line Item","0.3","0.1","1.2","0.3","0.1","1.2","0.0","5.2","143","3"
"Mechanical engineers","=""17-2141""","Line Item","3.6","0.7","1.2","4.1","0.8","1.3","0.5","13.6","144","3"
"Engineers, all other","=""17-2199""","Line Item","0.7","0.1","0.4","0.7","0.1","0.4","0.0","5.2","148","3"
"Drafters, engineering technicians, and mapping technicians","=""17-3000""","Summary","9.9","2.0","1.5","9.8","2.0","1.5","-0.1","-1.3","149","2"
"Drafters","=""17-3010""","Summary","7.9","1.6","4.0","7.7","1.5","4.0","-0.2","-2.4","150","3"
"Architectural and civil drafters","=""17-3011""","Line Item","2.0","0.4","1.9","2.1","0.4","1.9","0.1","5.2","151","4"
"Electrical and electronics drafters","=""17-3012""","Line Item","0.1","0.0","0.7","0.2","0.0","0.7","0.0","5.2","152","4"
"Mechanical drafters","=""17-3013""","Line Item","4.6","0.9","9.3","4.3","0.9","9.4","-0.2","-5.3","153","4"
"Drafters, all other","=""17-3019""","Line Item","1.1","0.2","6.1","1.1","0.2","6.3","-0.1","-5.3","154","4"
"Engineering technologists and technicians, except drafters","=""17-3020""","Summary","2.1","0.4","0.5","2.1","0.4","0.5","0.1","3.3","155","3"
"Civil engineering technologists and technicians","=""17-3022""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","0.0","157","4"
"Electrical and electronic engineering technologists and technicians","=""17-3023""","Line Item","0.4","0.1","0.4","0.5","0.1","0.5","0.0","5.2","158","4"
"Electro-mechanical and mechatronics technologists and technicians","=""17-3024""","Line Item","0.2","0.0","1.2","0.2","0.0","1.2","0.0","-2.2","159","4"
"Industrial engineering technologists and technicians","=""17-3026""","Line Item","0.7","0.1","1.0","0.7","0.1","1.0","0.0","5.2","161","4"
"Mechanical engineering technologists and technicians","=""17-3027""","Line Item","0.4","0.1","0.9","0.4","0.1","0.9","0.0","0.0","162","4"
"Engineering technologists and technicians, except drafters, all other","=""17-3029""","Line Item","0.2","0.0","0.3","0.2","0.0","0.3","0.0","5.2","164","4"
"Life, physical, and social science occupations","=""19-0000""","Summary","1.2","0.2","0.1","1.4","0.3","0.1","0.2","13.1","166","1"
"Life, physical, and social science technicians","=""19-4000""","Summary","0.3","0.1","0.1","0.3","0.1","0.1","0.0","5.2","213","2"
"Miscellaneous life, physical, and social science technicians","=""19-4090""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","5.2","226","3"
"Life, physical, and social science technicians, all other","=""19-4099""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","5.2","228","4"
"Occupational health and safety specialists and technicians","=""19-5000""","Summary","0.9","0.2","0.7","1.1","0.2","0.7","0.1","15.6","229","2"
"Occupational health and safety specialists","=""19-5011""","Line Item","0.8","0.2","0.7","0.9","0.2","0.7","0.1","16.8","230","3"
"Occupational health and safety technicians","=""19-5012""","Line Item","0.1","0.0","0.5","0.1","0.0","0.5","0.0","8.4","231","3"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","0.4","0.1","0.0","0.5","0.1","0.0","0.0","5.0","355","1"
"Art and design workers","=""27-1000""","Summary","0.3","0.1","0.0","0.4","0.1","0.0","0.0","5.2","356","2"
"Designers","=""27-1020""","Summary","0.3","0.1","0.0","0.4","0.1","0.0","0.0","5.2","363","3"
"Commercial and industrial designers","=""27-1021""","Line Item","0.1","0.0","0.4","0.1","0.0","0.4","0.0","5.2","364","4"
"Graphic designers","=""27-1024""","Line Item","0.2","0.0","0.1","0.2","0.0","0.1","0.0","5.2","367","4"
"Media and communication workers","=""27-3000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.2","389","2"
"Protective service occupations","=""33-0000""","Summary","0.3","0.1","0.0","0.3","0.1","0.0","0.0","-3.0","522","1"
"Other protective service workers","=""33-9000""","Summary","0.3","0.1","0.0","0.3","0.1","0.0","0.0","-3.0","546","2"
"Security guards and gambling surveillance officers","=""33-9030""","Summary","0.3","0.1","0.0","0.3","0.1","0.0","0.0","-3.2","549","3"
"Security guards","=""33-9032""","Line Item","0.3","0.1","0.0","0.3","0.1","0.0","0.0","-3.2","551","4"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","2.1","0.4","0.0","2.2","0.4","0.0","0.1","4.2","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","1.9","0.4","0.1","2.0","0.4","0.1","0.1","4.2","585","2"
"Building cleaning workers","=""37-2010""","Summary","1.9","0.4","0.1","2.0","0.4","0.1","0.1","4.2","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","1.9","0.4","0.1","2.0","0.4","0.1","0.1","4.2","587","4"
"Grounds maintenance workers","=""37-3000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.2","591","2"
"Landscaping and groundskeeping workers","=""37-3011""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.2","592","3"
"Sales and related occupations","=""41-0000""","Summary","15.3","3.1","0.1","16.0","3.2","0.1","0.8","5.2","644","1"
"Supervisors of sales workers","=""41-1000""","Summary","0.7","0.1","0.0","0.8","0.2","0.0","0.0","5.2","645","2"
"First-line supervisors of non-retail sales workers","=""41-1012""","Line Item","0.7","0.1","0.2","0.7","0.1","0.2","0.0","5.2","647","3"
"Retail sales workers","=""41-2000""","Summary","0.4","0.1","0.0","0.4","0.1","0.0","0.0","5.2","648","2"
"Counter and rental clerks and parts salespersons","=""41-2020""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.2","652","3"
"Retail salespersons","=""41-2031""","Line Item","0.3","0.1","0.0","0.4","0.1","0.0","0.0","5.2","655","3"
"Sales representatives, services","=""41-3000""","Summary","0.5","0.1","0.0","0.5","0.1","0.0","0.0","5.2","656","2"
"Sales representatives of services, except advertising, insurance, financial services, and travel","=""41-3091""","Line Item","0.5","0.1","0.0","0.5","0.1","0.0","0.0","5.2","661","3"
"Sales representatives, wholesale and manufacturing","=""41-4000""","Summary","13.2","2.7","0.8","13.9","2.8","0.8","0.7","5.2","662","2"
"Sales representatives, wholesale and manufacturing, technical and scientific products","=""41-4011""","Line Item","0.6","0.1","0.2","0.7","0.1","0.2","0.0","5.2","663","3"
"Sales representatives, wholesale and manufacturing, except technical and scientific products","=""41-4012""","Line Item","12.5","2.5","0.9","13.2","2.6","1.0","0.7","5.2","664","3"
"Other sales and related workers","=""41-9000""","Summary","0.4","0.1","0.0","0.5","0.1","0.0","0.0","5.1","665","2"
"Sales engineers","=""41-9031""","Line Item","0.3","0.1","0.5","0.3","0.1","0.5","0.0","5.2","672","3"
"Miscellaneous sales and related workers","=""41-9090""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","5.2","674","3"
"Sales and related workers, all other","=""41-9099""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","5.2","676","4"
"Office and administrative support occupations","=""43-0000""","Summary","41.3","8.4","0.2","39.0","7.8","0.2","-2.3","-5.6","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","2.7","0.6","0.2","2.6","0.5","0.2","-0.1","-5.3","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","2.7","0.6","0.2","2.6","0.5","0.2","-0.1","-5.3","679","3"
"Financial clerks","=""43-3000""","Summary","6.8","1.4","0.2","6.4","1.3","0.2","-0.4","-6.1","684","2"
"Bill and account collectors","=""43-3011""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-5.3","685","3"
"Billing and posting clerks","=""43-3021""","Line Item","0.4","0.1","0.1","0.3","0.1","0.1","0.0","-5.3","686","3"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","5.5","1.1","0.3","5.2","1.0","0.3","-0.3","-5.3","687","3"
"Payroll and timekeeping clerks","=""43-3051""","Line Item","0.5","0.1","0.3","0.5","0.1","0.3","-0.1","-15.8","689","3"
"Procurement clerks","=""43-3061""","Line Item","0.3","0.1","0.5","0.3","0.1","0.5","0.0","-5.3","690","3"
"Information and record clerks","=""43-4000""","Summary","5.3","1.1","0.1","5.0","1.0","0.1","-0.3","-6.5","693","2"
"Customer service representatives","=""43-4051""","Line Item","3.2","0.6","0.1","3.0","0.6","0.1","-0.2","-5.3","698","3"
"File clerks","=""43-4071""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-15.8","700","3"
"Order clerks","=""43-4151""","Line Item","0.5","0.1","0.4","0.5","0.1","0.4","-0.1","-15.8","706","3"
"Human resources assistants, except payroll and timekeeping","=""43-4161""","Line Item","0.2","0.0","0.2","0.2","0.0","0.2","0.0","-5.3","707","3"
"Receptionists and information clerks","=""43-4171""","Line Item","1.1","0.2","0.1","1.0","0.2","0.1","-0.1","-6.4","708","3"
"Information and record clerks, all other","=""43-4199""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","5.2","710","3"
"Material recording, scheduling, dispatching, and distributing workers","=""43-5000""","Summary","13.2","2.7","0.5","12.9","2.6","0.5","-0.3","-2.2","711","2"
"Dispatchers","=""43-5030""","Summary","0.2","0.0","0.1","0.2","0.0","0.1","0.0","0.0","714","3"
"Dispatchers, except police, fire, and ambulance","=""43-5032""","Line Item","0.2","0.0","0.1","0.2","0.0","0.1","0.0","0.0","716","4"
"Production, planning, and expediting clerks","=""43-5061""","Line Item","3.8","0.8","0.9","3.9","0.8","1.0","0.2","5.2","722","3"
"Shipping, receiving, and inventory clerks","=""43-5071""","Line Item","9.0","1.8","1.0","8.5","1.7","1.1","-0.5","-5.3","723","3"
"Secretaries and administrative assistants","=""43-6000""","Summary","5.1","1.0","0.2","4.5","0.9","0.1","-0.6","-12.0","725","2"
"Executive secretaries and executive administrative assistants","=""43-6011""","Line Item","0.7","0.1","0.1","0.6","0.1","0.1","-0.1","-21.1","726","3"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","4.4","0.9","0.2","3.9","0.8","0.2","-0.5","-10.6","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","8.1","1.6","0.2","7.6","1.5","0.2","-0.5","-6.1","730","2"
"Data entry and information processing workers","=""43-9020""","Summary","0.3","0.1","0.1","0.2","0.0","0.1","-0.1","-26.4","731","3"
"Data entry keyers","=""43-9021""","Line Item","0.3","0.1","0.2","0.2","0.0","0.2","-0.1","-26.3","732","4"
"Office clerks, general","=""43-9061""","Line Item","7.7","1.6","0.3","7.3","1.5","0.3","-0.4","-5.3","737","3"
"Office and administrative support workers, all other","=""43-9199""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-7.4","741","3"
"Construction and extraction occupations","=""47-0000""","Summary","34.3","7.0","0.5","36.1","7.2","0.5","1.8","5.2","763","1"
"Supervisors of construction and extraction workers","=""47-1000""","Summary","3.0","0.6","0.4","3.2","0.6","0.4","0.2","5.2","764","2"
"First-line supervisors of construction trades and extraction workers","=""47-1011""","Line Item","3.0","0.6","0.4","3.2","0.6","0.4","0.2","5.2","765","3"
"Construction trades workers","=""47-2000""","Summary","29.7","6.0","0.5","31.3","6.2","0.5","1.6","5.2","766","2"
"Boilermakers","=""47-2011""","Line Item","0.7","0.1","5.4","0.8","0.2","5.9","0.0","5.2","767","3"
"Carpenters","=""47-2031""","Line Item","0.7","0.1","0.1","0.8","0.2","0.1","0.0","5.2","771","3"
"Construction laborers","=""47-2061""","Line Item","1.0","0.2","0.1","1.1","0.2","0.1","0.1","5.2","780","3"
"Construction equipment operators","=""47-2070""","Summary","0.2","0.0","0.0","0.2","0.0","0.0","0.0","5.2","781","3"
"Operating engineers and other construction equipment operators","=""47-2073""","Line Item","0.2","0.0","0.1","0.2","0.0","0.1","0.0","5.2","784","4"
"Electricians","=""47-2111""","Line Item","1.4","0.3","0.2","1.4","0.3","0.2","0.1","5.2","788","3"
"Glaziers","=""47-2121""","Line Item","1.2","0.3","2.3","1.3","0.3","2.3","0.1","5.2","789","3"
"Painters and paperhangers","=""47-2140""","Summary","0.7","0.1","0.2","0.7","0.1","0.2","0.0","5.2","793","3"
"Painters, construction and maintenance","=""47-2141""","Line Item","0.6","0.1","0.2","0.7","0.1","0.2","0.0","5.2","794","4"
"Pipelayers, plumbers, pipefitters, and steamfitters","=""47-2150""","Summary","0.8","0.2","0.1","0.8","0.2","0.2","0.0","5.2","796","3"
"Plumbers, pipefitters, and steamfitters","=""47-2152""","Line Item","0.7","0.2","0.2","0.8","0.2","0.2","0.0","5.2","798","4"
"Reinforcing iron and rebar workers","=""47-2171""","Line Item","0.3","0.1","1.1","0.3","0.1","1.1","0.0","5.2","800","3"
"Roofers","=""47-2181""","Line Item","0.5","0.1","0.3","0.5","0.1","0.3","0.0","5.2","801","3"
"Sheet metal workers","=""47-2211""","Line Item","18.7","3.8","14.8","19.6","3.9","15.6","1.0","5.2","802","3"
"Structural iron and steel workers","=""47-2221""","Line Item","3.5","0.7","4.9","3.7","0.7","5.1","0.2","5.2","803","3"
"Helpers, construction trades","=""47-3000""","Summary","0.7","0.1","0.3","0.7","0.1","0.3","0.0","5.2","805","2"
"Helpers, construction trades, all other","=""47-3019""","Line Item","0.4","0.1","1.5","0.5","0.1","1.6","0.0","5.2","812","3"
"Other construction and related workers","=""47-4000""","Summary","0.8","0.2","0.2","0.9","0.2","0.2","0.0","5.2","813","2"
"Fence erectors","=""47-4031""","Line Item","0.5","0.1","1.3","0.5","0.1","1.4","0.0","5.2","816","3"
"Miscellaneous construction and related workers","=""47-4090""","Line Item","0.4","0.1","1.1","0.4","0.1","1.1","0.0","5.2","821","3"
"Installation, maintenance, and repair occupations","=""49-0000""","Summary","19.1","3.9","0.3","21.6","4.3","0.3","2.6","13.4","840","1"
"Supervisors of installation, maintenance, and repair workers","=""49-1000""","Summary","1.4","0.3","0.2","1.5","0.3","0.3","0.1","5.2","841","2"
"First-line supervisors of mechanics, installers, and repairers","=""49-1011""","Line Item","1.4","0.3","0.2","1.5","0.3","0.3","0.1","5.2","842","3"
"Electrical and electronic equipment mechanics, installers, and repairers","=""49-2000""","Summary","0.2","0.0","0.0","0.2","0.0","0.0","0.0","2.4","843","2"
"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers","=""49-2090""","Summary","0.2","0.0","0.1","0.2","0.0","0.1","0.0","2.3","848","3"
"Electrical and electronics repairers, commercial and industrial equipment","=""49-2094""","Line Item","0.2","0.0","0.3","0.2","0.0","0.3","0.0","2.1","852","4"
"Vehicle and mobile equipment mechanics, installers, and repairers","=""49-3000""","Summary","0.3","0.1","0.0","0.3","0.1","0.0","0.0","3.6","857","2"
"Bus and truck mechanics and diesel engine specialists","=""49-3031""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","2.1","863","3"
"Heavy vehicle and mobile equipment service technicians and mechanics","=""49-3040""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.2","864","3"
"Mobile heavy equipment mechanics, except engines","=""49-3042""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.2","866","4"
"Other installation, maintenance, and repair occupations","=""49-9000""","Summary","17.2","3.5","0.5","19.7","3.9","0.6","2.5","14.4","876","2"
"Control and valve installers and repairers","=""49-9010""","Summary","0.3","0.1","0.4","0.3","0.1","0.4","0.0","5.2","877","3"
"Mechanical door repairers","=""49-9011""","Line Item","0.2","0.0","0.8","0.2","0.0","0.8","0.0","5.2","878","4"
"Control and valve installers and repairers, except mechanical door","=""49-9012""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","5.2","879","4"
"Heating, air conditioning, and refrigeration mechanics and installers","=""49-9021""","Line Item","0.6","0.1","0.1","0.6","0.1","0.1","0.0","5.2","880","3"
"Industrial machinery installation, repair, and maintenance workers","=""49-9040""","Summary","8.5","1.7","1.7","10.6","2.1","1.8","2.0","23.8","882","3"
"Industrial machinery mechanics","=""49-9041""","Line Item","6.6","1.3","1.6","8.3","1.7","1.8","1.7","26.3","883","4"
"Maintenance workers, machinery","=""49-9043""","Line Item","1.1","0.2","1.8","1.3","0.3","1.9","0.2","15.7","884","4"
"Millwrights","=""49-9044""","Line Item","0.8","0.2","2.0","1.0","0.2","2.2","0.1","15.7","885","4"
"Maintenance and repair workers, general","=""49-9071""","Line Item","5.8","1.2","0.4","6.1","1.2","0.4","0.3","5.2","896","3"
"Miscellaneous installation, maintenance, and repair workers","=""49-9090""","Summary","2.0","0.4","0.5","2.1","0.4","0.5","0.1","4.5","898","3"
"Riggers","=""49-9096""","Line Item","0.8","0.2","3.9","0.8","0.2","4.1","0.0","5.2","903","4"
"Helpers--installation, maintenance, and repair workers","=""49-9098""","Line Item","0.3","0.1","0.3","0.3","0.1","0.3","0.0","5.2","905","4"
"Installation, maintenance, and repair workers, all other","=""49-9099""","Line Item","0.9","0.2","0.4","0.9","0.2","0.5","0.0","5.2","906","4"
"Production occupations","=""51-0000""","Summary","268.1","54.5","2.9","268.4","53.6","3.0","0.2","0.1","907","1"
"Supervisors of production workers","=""51-1000""","Summary","22.0","4.5","3.2","23.1","4.6","3.4","1.1","5.2","908","2"
"First-line supervisors of production and operating workers","=""51-1011""","Line Item","22.0","4.5","3.2","23.1","4.6","3.4","1.1","5.2","909","3"
"Assemblers and fabricators","=""51-2000""","Summary","76.7","15.6","3.9","72.7","14.5","4.0","-4.0","-5.2","910","2"
"Electrical, electronics, and electromechanical assemblers","=""51-2020""","Summary","1.0","0.2","0.3","1.0","0.2","0.3","0.0","4.9","912","3"
"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers","=""51-2028""","Line Item","1.0","0.2","0.3","1.0","0.2","0.3","0.0","5.2","914","4"
"Structural metal fabricators and fitters","=""51-2041""","Line Item","25.4","5.2","42.6","21.4","4.3","42.9","-4.0","-15.8","916","3"
"Miscellaneous assemblers and fabricators","=""51-2090""","Line Item","50.0","10.2","3.3","50.0","10.0","3.6","0.0","0.0","919","3"
"Metal workers and plastic workers","=""51-4000""","Summary","123.9","25.2","7.3","126.2","25.2","7.7","2.3","1.9","931","2"
"Forming machine setters, operators, and tenders, metal and plastic","=""51-4020""","Summary","4.1","0.8","4.0","3.9","0.8","4.0","-0.2","-4.9","932","3"
"Extruding and drawing machine setters, operators, and tenders, metal and plastic","=""51-4021""","Line Item","1.3","0.3","2.0","1.3","0.3","2.0","0.0","0.0","933","4"
"Rolling machine setters, operators, and tenders, metal and plastic","=""51-4023""","Line Item","1.9","0.4","6.7","1.8","0.4","7.1","-0.1","-5.3","935","4"
"Machine tool cutting setters, operators, and tenders, metal and plastic","=""51-4030""","Summary","27.7","5.6","9.2","26.2","5.2","9.7","-1.5","-5.5","936","3"
