"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Life, physical, and social science technicians","=""19-4000""","Summary","0.6","0.6","0.2","0.7","0.7","0.2","0.0","5.1","213","2"
"Chemical technicians","=""19-4031""","Line Item","0.3","0.3","0.4","0.3","0.3","0.4","0.0","5.1","218","3"
"Environmental science and geoscience technicians","=""19-4040""","Summary","0.3","0.3","0.6","0.3","0.3","0.6","0.0","5.1","219","3"
"Environmental science and protection technicians, including health","=""19-4042""","Line Item","0.3","0.3","0.8","0.3","0.3","0.8","0.0","5.1","220","4"
"Occupational health and safety specialists and technicians","=""19-5000""","Summary","0.6","0.6","0.4","0.7","0.6","0.4","0.1","14.3","229","2"
"Occupational health and safety specialists","=""19-5011""","Line Item","0.4","0.4","0.4","0.5","0.5","0.4","0.1","16.6","230","3"
"Occupational health and safety technicians","=""19-5012""","Line Item","0.2","0.2","0.6","0.2","0.2","0.6","0.0","8.2","231","3"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.2","355","1"
"Art and design workers","=""27-1000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.1","356","2"
"Designers","=""27-1020""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.1","363","3"
"Graphic designers","=""27-1024""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.1","367","4"
"Protective service occupations","=""33-0000""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-2.6","522","1"
"Other protective service workers","=""33-9000""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-2.9","546","2"
"Security guards and gambling surveillance officers","=""33-9030""","Summary","0.2","0.2","0.0","0.1","0.1","0.0","0.0","-3.3","549","3"
"Security guards","=""33-9032""","Line Item","0.2","0.2","0.0","0.1","0.1","0.0","0.0","-3.3","551","4"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.3","0.3","0.0","0.3","0.3","0.0","0.0","4.3","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","4.0","585","2"
"Building cleaning workers","=""37-2010""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","4.0","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","4.0","587","4"
"Grounds maintenance workers","=""37-3000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.1","591","2"
"Landscaping and groundskeeping workers","=""37-3011""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.1","592","3"
"Sales and related occupations","=""41-0000""","Summary","2.2","2.2","0.0","2.3","2.2","0.0","0.1","4.4","644","1"
"Retail sales workers","=""41-2000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-9.4","648","2"
"Cashiers","=""41-2010""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-10.7","649","3"
"Cashiers","=""41-2011""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-10.7","650","4"
"Sales representatives, services","=""41-3000""","Summary","1.7","1.7","0.1","1.8","1.8","0.1","0.1","5.1","656","2"
"Sales representatives of services, except advertising, insurance, financial services, and travel","=""41-3091""","Line Item","1.7","1.7","0.2","1.8","1.8","0.2","0.1","5.1","661","3"
"Sales representatives, wholesale and manufacturing","=""41-4000""","Summary","0.3","0.3","0.0","0.3","0.3","0.0","0.0","5.1","662","2"
"Sales representatives, wholesale and manufacturing, except technical and scientific products","=""41-4012""","Line Item","0.3","0.3","0.0","0.3","0.3","0.0","0.0","5.1","664","3"
"Office and administrative support occupations","=""43-0000""","Summary","10.6","10.5","0.1","10.0","9.6","0.1","-0.6","-5.8","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","0.9","0.9","0.1","0.8","0.8","0.1","0.0","-5.5","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","0.9","0.9","0.1","0.8","0.8","0.1","0.0","-5.5","679","3"
"Financial clerks","=""43-3000""","Summary","1.4","1.4","0.0","1.4","1.3","0.0","-0.1","-5.8","684","2"
"Bill and account collectors","=""43-3011""","Line Item","0.1","0.1","0.0","0.1","0.1","0.1","0.0","-5.5","685","3"
"Billing and posting clerks","=""43-3021""","Line Item","0.3","0.3","0.1","0.3","0.2","0.1","0.0","-5.5","686","3"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","1.0","1.0","0.1","1.0","0.9","0.1","-0.1","-5.5","687","3"
"Information and record clerks","=""43-4000""","Summary","1.9","1.8","0.0","1.7","1.7","0.0","-0.1","-5.6","693","2"
"Customer service representatives","=""43-4051""","Line Item","1.6","1.6","0.1","1.5","1.4","0.1","-0.1","-5.5","698","3"
"Receptionists and information clerks","=""43-4171""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-6.5","708","3"
"Material recording, scheduling, dispatching, and distributing workers","=""43-5000""","Summary","2.6","2.6","0.1","2.5","2.4","0.1","-0.1","-3.0","711","2"
"Dispatchers","=""43-5030""","Summary","0.6","0.6","0.2","0.6","0.6","0.2","0.0","-0.2","714","3"
"Dispatchers, except police, fire, and ambulance","=""43-5032""","Line Item","0.6","0.6","0.3","0.6","0.6","0.3","0.0","-0.2","716","4"
"Production, planning, and expediting clerks","=""43-5061""","Line Item","0.3","0.3","0.1","0.3","0.3","0.1","0.0","5.1","722","3"
"Shipping, receiving, and inventory clerks","=""43-5071""","Line Item","0.3","0.3","0.0","0.3","0.3","0.0","0.0","-5.5","723","3"
"Weighers, measurers, checkers, and samplers, recordkeeping","=""43-5111""","Line Item","1.4","1.3","2.4","1.3","1.2","2.4","-0.1","-5.5","724","3"
"Secretaries and administrative assistants","=""43-6000""","Summary","1.3","1.3","0.0","1.1","1.1","0.0","-0.2","-11.7","725","2"
"Executive secretaries and executive administrative assistants","=""43-6011""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-21.2","726","3"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","1.2","1.2","0.1","1.1","1.0","0.1","-0.1","-10.7","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","2.5","2.5","0.1","2.4","2.3","0.1","-0.1","-5.8","730","2"
"Office clerks, general","=""43-9061""","Line Item","2.4","2.4","0.1","2.3","2.2","0.1","-0.1","-5.5","737","3"
"Office and administrative support workers, all other","=""43-9199""","Line Item","0.1","0.1","0.0","0.0","0.0","0.0","0.0","-7.6","741","3"
"Construction and extraction occupations","=""47-0000""","Summary","13.9","13.7","0.2","14.1","13.6","0.2","0.2","1.2","763","1"
"Supervisors of construction and extraction workers","=""47-1000""","Summary","1.7","1.7","0.2","1.8","1.7","0.2","0.1","5.1","764","2"
"First-line supervisors of construction trades and extraction workers","=""47-1011""","Line Item","1.7","1.7","0.2","1.8","1.7","0.2","0.1","5.1","765","3"
"Construction trades workers","=""47-2000""","Summary","6.7","6.6","0.1","7.1","6.8","0.1","0.3","5.1","766","2"
"Construction laborers","=""47-2061""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","5.1","780","3"
"Construction equipment operators","=""47-2070""","Summary","6.3","6.3","1.3","6.7","6.4","1.3","0.3","5.1","781","3"
"Operating engineers and other construction equipment operators","=""47-2073""","Line Item","6.3","6.3","1.4","6.7","6.4","1.5","0.3","5.1","784","4"
"Electricians","=""47-2111""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.1","788","3"
"Other construction and related workers","=""47-4000""","Summary","5.2","5.2","1.1","5.0","4.8","1.0","-0.3","-5.2","813","2"
"Hazardous materials removal workers","=""47-4041""","Line Item","5.1","5.0","10.5","4.8","4.7","9.8","-0.3","-5.5","817","3"
"Septic tank servicers and sewer pipe cleaners","=""47-4071""","Line Item","0.1","0.1","0.5","0.2","0.1","0.5","0.0","5.1","820","3"
"Extraction workers","=""47-5000""","Summary","0.2","0.2","0.1","0.2","0.2","0.1","0.0","5.1","822","2"
"Surface mining machine operators and earth drillers","=""47-5020""","Summary","0.1","0.1","0.3","0.2","0.1","0.3","0.0","5.1","827","3"
"Excavating and loading machine and dragline operators, surface mining","=""47-5022""","Line Item","0.1","0.1","0.4","0.2","0.1","0.4","0.0","5.1","828","4"
"Installation, maintenance, and repair occupations","=""49-0000""","Summary","7.9","7.8","0.1","8.2","7.9","0.1","0.3","4.0","840","1"
"Supervisors of installation, maintenance, and repair workers","=""49-1000""","Summary","0.8","0.8","0.1","0.8","0.8","0.1","0.0","5.1","841","2"
"First-line supervisors of mechanics, installers, and repairers","=""49-1011""","Line Item","0.8","0.8","0.1","0.8","0.8","0.1","0.0","5.1","842","3"
"Electrical and electronic equipment mechanics, installers, and repairers","=""49-2000""","Summary","0.3","0.3","0.0","0.3","0.3","0.0","0.0","2.2","843","2"
"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers","=""49-2090""","Summary","0.3","0.3","0.1","0.3","0.3","0.1","0.0","2.2","848","3"
"Electrical and electronics repairers, commercial and industrial equipment","=""49-2094""","Line Item","0.2","0.2","0.4","0.2","0.2","0.4","0.0","1.9","852","4"
"Vehicle and mobile equipment mechanics, installers, and repairers","=""49-3000""","Summary","3.3","3.3","0.2","3.4","3.3","0.2","0.1","2.9","857","2"
"Bus and truck mechanics and diesel engine specialists","=""49-3031""","Line Item","2.3","2.3","0.8","2.4","2.3","0.8","0.0","1.9","863","3"
"Heavy vehicle and mobile equipment service technicians and mechanics","=""49-3040""","Summary","1.0","1.0","0.4","1.0","1.0","0.4","0.0","5.1","864","3"
"Mobile heavy equipment mechanics, except engines","=""49-3042""","Line Item","1.0","1.0","0.6","1.0","1.0","0.6","0.0","5.1","866","4"
"Other installation, maintenance, and repair occupations","=""49-9000""","Summary","3.5","3.4","0.1","3.7","3.5","0.1","0.2","5.1","876","2"
"Industrial machinery installation, repair, and maintenance workers","=""49-9040""","Summary","1.1","1.1","0.2","1.2","1.1","0.2","0.1","5.1","882","3"
"Industrial machinery mechanics","=""49-9041""","Line Item","0.9","0.9","0.2","0.9","0.9","0.2","0.0","5.1","883","4"
"Maintenance workers, machinery","=""49-9043""","Line Item","0.2","0.2","0.3","0.2","0.2","0.3","0.0","5.1","884","4"
"Maintenance and repair workers, general","=""49-9071""","Line Item","2.2","2.2","0.1","2.3","2.2","0.1","0.1","5.1","896","3"
"Miscellaneous installation, maintenance, and repair workers","=""49-9090""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","5.1","898","3"
"Helpers--installation, maintenance, and repair workers","=""49-9098""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","5.1","905","4"
"Production occupations","=""51-0000""","Summary","7.4","7.3","0.1","7.4","7.2","0.1","0.0","0.1","907","1"
"Supervisors of production workers","=""51-1000""","Summary","1.3","1.3","0.2","1.3","1.3","0.2","0.1","5.1","908","2"
"First-line supervisors of production and operating workers","=""51-1011""","Line Item","1.3","1.3","0.2","1.3","1.3","0.2","0.1","5.1","909","3"
"Assemblers and fabricators","=""51-2000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-10.7","910","2"
"Miscellaneous assemblers and fabricators","=""51-2090""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-10.7","919","3"
"Metal workers and plastic workers","=""51-4000""","Summary","0.8","0.8","0.0","0.9","0.9","0.1","0.0","4.8","931","2"
"Welding, soldering, and brazing workers","=""51-4120""","Summary","0.8","0.8","0.2","0.9","0.8","0.2","0.0","5.0","954","3"
"Welders, cutters, solderers, and brazers","=""51-4121""","Line Item","0.8","0.8","0.2","0.8","0.8","0.2","0.0","5.1","955","4"
"Plant and system operators","=""51-8000""","Summary","4.4","4.4","1.5","4.4","4.2","1.6","-0.1","-1.6","997","2"
"Power plant operators, distributors, and dispatchers","=""51-8010""","Summary","0.4","0.4","0.9","0.4","0.4","1.0","0.0","0.3","998","3"
"Power plant operators","=""51-8013""","Line Item","0.3","0.3","1.0","0.3","0.3","1.2","0.0","-0.2","1001","4"
"Water and wastewater treatment plant and system operators","=""51-8031""","Line Item","2.5","2.5","2.0","2.3","2.3","2.0","-0.1","-5.5","1003","3"
"Miscellaneous plant and system operators","=""51-8090""","Summary","1.4","1.3","1.7","1.4","1.4","1.8","0.1","4.2","1004","3"
"Chemical plant and system operators","=""51-8091""","Line Item","0.4","0.3","1.8","0.4","0.4","2.0","0.0","5.1","1005","4"
"Gas plant operators","=""51-8092""","Line Item","0.1","0.1","0.7","0.1","0.1","0.8","0.0","-5.5","1006","4"
"Plant and system operators, all other","=""51-8099""","Line Item","0.9","0.9","5.7","1.0","0.9","6.0","0.0","5.1","1008","4"
"Other production occupations","=""51-9000""","Summary","0.8","0.8","0.0","0.8","0.7","0.0","0.0","-2.9","1009","2"
"Chemical processing machine setters, operators, and tenders","=""51-9010""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.1","1010","3"
"Furnace, kiln, oven, drier, and kettle operators and tenders","=""51-9051""","Line Item","0.1","0.1","0.5","0.1","0.1","0.5","0.0","5.1","1021","3"
"Inspectors, testers, sorters, samplers, and weighers","=""51-9061""","Line Item","0.3","0.3","0.1","0.3","0.3","0.0","0.0","-10.7","1022","3"
"Miscellaneous production workers","=""51-9190""","Summary","0.3","0.3","0.0","0.3","0.3","0.0","0.0","0.5","1037","3"
"Helpers--production workers","=""51-9198""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-5.5","1045","4"
"Production workers, all other","=""51-9199""","Line Item","0.2","0.2","0.1","0.2","0.2","0.1","0.0","5.1","1046","4"
"Transportation and material moving occupations","=""53-0000""","Summary","44.9","44.3","0.3","46.2","44.7","0.3","1.3","3.0","1047","1"
"Supervisors of transportation and material moving workers","=""53-1000""","Summary","2.8","2.8","0.5","3.0","2.9","0.5","0.1","5.1","1048","2"
"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors","=""53-1047""","Line Item","2.8","2.8","0.5","3.0","2.9","0.5","0.1","5.1","1050","3"
"Motor vehicle operators","=""53-3000""","Summary","14.8","14.6","0.3","15.5","15.0","0.3","0.7","5.1","1059","2"
"Driver/sales workers and truck drivers","=""53-3030""","Summary","14.7","14.5","0.4","15.4","14.9","0.4","0.7","5.1","1061","3"
"Driver/sales workers","=""53-3031""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","5.1","1062","4"
"Heavy and tractor-trailer truck drivers","=""53-3032""","Line Item","12.7","12.5","0.6","13.3","12.9","0.6","0.6","5.1","1063","4"
"Light truck drivers","=""53-3033""","Line Item","1.8","1.8","0.2","1.9","1.8","0.1","0.1","5.1","1064","4"
"Motor vehicle operators, all other","=""53-3099""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","5.1","1070","3"
"Material moving workers","=""53-7000""","Summary","27.3","26.9","0.3","27.7","26.8","0.3","0.4","1.6","1095","2"
"Crane and tower operators","=""53-7021""","Line Item","0.1","0.1","0.3","0.1","0.1","0.3","0.0","5.1","1097","3"
"Industrial truck and tractor operators","=""53-7051""","Line Item","0.9","0.9","0.1","1.0","0.9","0.1","0.0","5.1","1100","3"
"Laborers and material movers","=""53-7060""","Summary","8.0","7.9","0.1","8.4","8.2","0.1","0.4","5.1","1101","3"
"Cleaners of vehicles and equipment","=""53-7061""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.1","1102","4"
"Laborers and freight, stock, and material movers, hand","=""53-7062""","Line Item","6.4","6.3","0.2","6.7","6.5","0.2","0.3","5.1","1103","4"
"Stockers and order fillers","=""53-7065""","Line Item","1.5","1.5","0.1","1.6","1.5","0.1","0.1","5.1","1106","4"
"Pumping station operators","=""53-7070""","Summary","0.1","0.1","0.3","0.1","0.1","0.4","0.0","5.1","1107","3"
"Gas compressor and gas pumping station operators","=""53-7071""","Line Item","0.1","0.1","1.9","0.1","0.1","2.1","0.0","5.1","1108","4"
"Refuse and recyclable material collectors","=""53-7081""","Line Item","17.8","17.5","12.1","17.7","17.1","11.7","0.0","-0.2","1111","3"
"Material moving workers, all other","=""53-7199""","Line Item","0.2","0.2","0.9","0.3","0.3","1.0","0.0","5.1","1113","3"
